,clipname,id,bestframe,category,pcd_pillar
9113,S_Clip_28810_15,17,66,ROAD_SIGN,2048
9114,S_Clip_28811_12,6,21,ROAD_SIGN,2048
9115,S_Clip_28812_12,2,30,ROAD_SIGN,2048
9116,S_Clip_28814_17,1,1,ROAD_SIGN,2048
9117,S_Clip_28814_17,2,23,ROAD_SIGN,2048
9118,S_Clip_28814_17,3,23,ROAD_SIGN,2048
9119,S_Clip_28814_17,4,25,ROAD_SIGN,2048
9120,S_Clip_28815_12,3,30,ROAD_SIGN,2048
9121,S_Clip_28815_12,10,26,ROAD_SIGN,2048
9122,S_Clip_28825_17,1,27,ROAD_SIGN,2048
9123,S_Clip_28825_17,8,29,ROAD_SIGN,2048
9124,S_Clip_28828_14,4,26,ROAD_SIGN,2048
9125,S_Clip_28834_16,4,28,ROAD_SIGN,2048
9126,S_Clip_28834_16,5,22,ROAD_SIGN,2048
9127,S_Clip_28837_16,4,5,ROAD_SIGN,2048
9128,S_Clip_28837_16,5,21,ROAD_SIGN,2048
9129,S_Clip_28846_17,4,24,ROAD_SIGN,2048
9130,S_Clip_28858_17,1,25,ROAD_SIGN,2048
9131,S_Clip_28858_17,2,19,ROAD_SIGN,2048
9132,S_Clip_28860_16,2,5,ROAD_SIGN,2048
9133,S_Clip_28860_16,4,23,ROAD_SIGN,2048
9134,S_Clip_28860_16,5,29,ROAD_SIGN,2048
9135,S_Clip_28877_17,2,22,ROAD_SIGN,2048
9136,S_Clip_28923_17,1,20,ROAD_SIGN,2048
9137,S_Clip_28962_17,1,26,ROAD_SIGN,2048
9138,S_Clip_28964_16,4,23,ROAD_SIGN,2048
9139,S_Clip_28973_17,1,22,ROAD_SIGN,2048
9140,S_Clip_28973_17,2,25,ROAD_SIGN,2048
9141,S_Clip_28975_17,1,26,ROAD_SIGN,2048
9142,S_Clip_28976_16,3,22,ROAD_SIGN,2048
9143,S_Clip_28976_16,4,22,ROAD_SIGN,2048
9144,S_Clip_28977_17,2,26,ROAD_SIGN,2048
9145,S_Clip_28977_17,3,26,ROAD_SIGN,2048
9146,S_Clip_28983_16,4,25,ROAD_SIGN,2048
9147,S_Clip_29063_17,2,17,ROAD_SIGN,2048
9148,S_Clip_29063_17,3,23,ROAD_SIGN,2048
9149,S_Clip_29064_17,2,18,ROAD_SIGN,2048
9150,S_Clip_29068_17,2,24,ROAD_SIGN,2048
9151,S_Clip_29070_17,2,23,ROAD_SIGN,2048
9152,S_Clip_29071_17,2,24,ROAD_SIGN,2048
9153,S_Clip_29072_16,3,26,ROAD_SIGN,2048
9154,S_Clip_29073_17,1,23,ROAD_SIGN,2048
9155,S_Clip_29073_17,2,21,ROAD_SIGN,2048
9156,S_Clip_29074_16,3,15,ROAD_SIGN,2048
9157,S_Clip_29074_16,4,22,ROAD_SIGN,2048
9158,S_Clip_29075_16,10,23,ROAD_SIGN,2048
9159,S_Clip_29075_16,11,23,ROAD_SIGN,2048
9160,S_Clip_29078_15,2,23,ROAD_SIGN,2048
9161,S_Clip_29078_15,65,70,ROAD_SIGN,2048
9162,S_Clip_29087_12,1,2,ROAD_SIGN,2048
9163,S_Clip_29089_16,6,1,ROAD_SIGN,2048
9164,S_Clip_29249_17,1,22,ROAD_SIGN,2048
9165,S_Clip_29254_17,1,23,ROAD_SIGN,2048
9166,S_Clip_29254_17,2,25,ROAD_SIGN,2048
9167,S_Clip_29256_16,4,7,ROAD_SIGN,2048
9168,S_Clip_29257_17,2,28,ROAD_SIGN,2048
9169,S_Clip_29260_17,3,23,ROAD_SIGN,2048
9170,S_Clip_29260_17,4,28,ROAD_SIGN,2048
9171,S_Clip_29261_17,2,29,ROAD_SIGN,2048
9172,S_Clip_29261_17,3,27,ROAD_SIGN,2048
9173,S_Clip_29262_16,4,28,ROAD_SIGN,2048
9174,S_Clip_29262_16,5,22,ROAD_SIGN,2048
9175,S_Clip_29266_16,5,27,ROAD_SIGN,2048
9176,S_Clip_29267_16,3,30,ROAD_SIGN,2048
9177,S_Clip_29267_16,4,14,ROAD_SIGN,2048
9178,S_Clip_29267_16,6,27,ROAD_SIGN,2048
9179,S_Clip_29268_17,1,26,ROAD_SIGN,2048
9180,S_Clip_29270_17,1,26,ROAD_SIGN,2048
9181,S_Clip_29271_16,5,28,ROAD_SIGN,2048
9182,S_Clip_29271_16,6,30,ROAD_SIGN,2048
9183,S_Clip_29273_16,5,12,ROAD_SIGN,2048
9184,S_Clip_29274_17,1,25,ROAD_SIGN,2048
9185,S_Clip_29275_17,2,25,ROAD_SIGN,2048
9186,S_Clip_29280_17,3,23,ROAD_SIGN,2048
9187,S_Clip_29280_17,4,19,ROAD_SIGN,2048
9188,S_Clip_29302_17,2,19,ROAD_SIGN,2048
9189,S_Clip_29308_17,2,29,ROAD_SIGN,2048
9190,S_Clip_29308_17,3,23,ROAD_SIGN,2048
9191,S_Clip_29312_17,1,21,ROAD_SIGN,2048
9192,S_Clip_29322_17,2,22,ROAD_SIGN,2048
9193,S_Clip_29324_17,1,26,ROAD_SIGN,2048
9194,S_Clip_29326_17,4,27,ROAD_SIGN,2048
9195,S_Clip_29328_17,3,17,ROAD_SIGN,2048
9196,S_Clip_29329_17,1,17,ROAD_SIGN,2048
9197,S_Clip_29331_17,2,19,ROAD_SIGN,2048
9198,S_Clip_29347_17,2,27,ROAD_SIGN,2048
9199,S_Clip_29348_17,2,26,ROAD_SIGN,2048
9200,S_Clip_29349_17,2,26,ROAD_SIGN,2048
9201,S_Clip_29349_17,3,25,ROAD_SIGN,2048
9202,S_Clip_29377_17,2,22,ROAD_SIGN,2048
9203,S_Clip_29380_16,3,24,ROAD_SIGN,2048
9204,S_Clip_29380_16,4,21,ROAD_SIGN,2048
9205,S_Clip_29381_17,2,26,ROAD_SIGN,2048
9206,S_Clip_29398_17,2,24,ROAD_SIGN,2048
9207,S_Clip_29399_17,2,26,ROAD_SIGN,2048
9208,S_Clip_29401_16,4,10,ROAD_SIGN,2048
9209,S_Clip_29402_17,1,25,ROAD_SIGN,2048
9210,S_Clip_29402_17,2,27,ROAD_SIGN,2048
9211,S_Clip_29403_16,2,25,ROAD_SIGN,2048
9212,S_Clip_29403_16,3,23,ROAD_SIGN,2048
9213,S_Clip_29410_17,2,23,ROAD_SIGN,2048
9214,S_Clip_29414_16,3,26,ROAD_SIGN,2048
9215,S_Clip_29419_17,2,24,ROAD_SIGN,2048
9216,S_Clip_29424_17,2,25,ROAD_SIGN,2048
9217,S_Clip_29427_17,1,16,ROAD_SIGN,2048
9218,S_Clip_29428_17,1,23,ROAD_SIGN,2048
9219,S_Clip_29428_17,2,20,ROAD_SIGN,2048
9220,S_Clip_29436_16,3,30,ROAD_SIGN,2048
9221,S_Clip_29443_16,2,18,ROAD_SIGN,2048
9222,S_Clip_29625_17,3,24,ROAD_SIGN,2048
9223,S_Clip_29625_17,4,30,ROAD_SIGN,2048
9224,S_Clip_29626_17,2,24,ROAD_SIGN,2048
9225,S_Clip_29627_16,2,27,ROAD_SIGN,2048
9226,S_Clip_29637_17,2,27,ROAD_SIGN,2048
9227,S_Clip_29637_17,3,28,ROAD_SIGN,2048
9228,S_Clip_29638_13,4,1,ROAD_SIGN,2048
9229,S_Clip_29638_13,5,1,ROAD_SIGN,2048
9230,S_Clip_29640_16,2,30,ROAD_SIGN,2048
9231,S_Clip_29640_16,4,10,ROAD_SIGN,2048
9232,S_Clip_29641_17,6,24,ROAD_SIGN,2048
9233,S_Clip_29642_17,4,20,ROAD_SIGN,2048
9234,S_Clip_29646_16,2,26,ROAD_SIGN,2048
9235,S_Clip_29646_16,3,25,ROAD_SIGN,2048
9236,S_Clip_29646_16,6,19,ROAD_SIGN,2048
9237,S_Clip_29647_17,5,23,ROAD_SIGN,2048
9238,S_Clip_29647_17,6,9,ROAD_SIGN,2048
9239,S_Clip_29647_17,7,2,ROAD_SIGN,2048
9240,S_Clip_29651_17,5,23,ROAD_SIGN,2048
9241,S_Clip_29652_17,5,26,ROAD_SIGN,2048
9242,S_Clip_29655_17,2,26,ROAD_SIGN,2048
9243,S_Clip_29655_17,3,30,ROAD_SIGN,2048
9244,S_Clip_29656_16,3,25,ROAD_SIGN,2048
9245,S_Clip_29656_16,4,21,ROAD_SIGN,2048
9246,S_Clip_29657_17,2,21,ROAD_SIGN,2048
9247,S_Clip_29657_17,3,25,ROAD_SIGN,2048
9248,S_Clip_29664_17,2,26,ROAD_SIGN,2048
9249,S_Clip_29667_16,13,22,ROAD_SIGN,2048
9250,S_Clip_29667_16,14,16,ROAD_SIGN,2048
9251,S_Clip_29668_17,2,22,ROAD_SIGN,2048
9252,S_Clip_29669_17,2,25,ROAD_SIGN,2048
9253,S_Clip_29672_16,4,28,ROAD_SIGN,2048
9254,S_Clip_29672_16,5,24,ROAD_SIGN,2048
9255,S_Clip_29675_17,2,25,ROAD_SIGN,2048
9256,S_Clip_29679_17,2,25,ROAD_SIGN,2048
9257,S_Clip_29680_17,2,26,ROAD_SIGN,2048
9258,S_Clip_29680_17,3,25,ROAD_SIGN,2048
9259,S_Clip_29681_17,3,26,ROAD_SIGN,2048
9260,S_Clip_29681_17,4,28,ROAD_SIGN,2048
9261,S_Clip_29682_17,3,26,ROAD_SIGN,2048
9262,S_Clip_29683_16,8,26,ROAD_SIGN,2048
9263,S_Clip_29683_16,9,26,ROAD_SIGN,2048
9264,S_Clip_29683_16,10,7,ROAD_SIGN,2048
9265,S_Clip_29684_16,7,25,ROAD_SIGN,2048
9266,S_Clip_29684_16,8,21,ROAD_SIGN,2048
9267,S_Clip_29684_16,9,1,ROAD_SIGN,2048
9268,S_Clip_29685_17,3,11,ROAD_SIGN,2048
9269,S_Clip_29685_17,4,25,ROAD_SIGN,2048
9270,S_Clip_29686_17,2,25,ROAD_SIGN,2048
9271,S_Clip_29687_17,3,27,ROAD_SIGN,2048
9272,S_Clip_29687_17,5,1,ROAD_SIGN,2048
9273,S_Clip_29688_17,3,24,ROAD_SIGN,2048
9274,S_Clip_29689_17,4,20,ROAD_SIGN,2048
9275,S_Clip_29693_17,3,20,ROAD_SIGN,2048
9276,S_Clip_29695_17,2,25,ROAD_SIGN,2048
9277,S_Clip_29696_16,5,24,ROAD_SIGN,2048
9278,S_Clip_29697_14,3,8,ROAD_SIGN,2048
9279,S_Clip_29697_14,4,12,ROAD_SIGN,2048
9280,S_Clip_29699_17,3,24,ROAD_SIGN,2048
9281,S_Clip_29701_17,4,22,ROAD_SIGN,2048
9282,S_Clip_29702_17,4,25,ROAD_SIGN,2048
9283,S_Clip_29703_17,2,27,ROAD_SIGN,2048
9284,S_Clip_29706_17,1,26,ROAD_SIGN,2048
9285,S_Clip_29706_17,2,23,ROAD_SIGN,2048
9286,S_Clip_29707_17,2,22,ROAD_SIGN,2048
9287,S_Clip_29707_17,5,25,ROAD_SIGN,2048
9288,S_Clip_29709_16,6,29,ROAD_SIGN,2048
9289,S_Clip_29710_17,2,26,ROAD_SIGN,2048
9290,S_Clip_29713_17,2,22,ROAD_SIGN,2048
9291,S_Clip_29715_17,2,23,ROAD_SIGN,2048
9292,S_Clip_29715_17,3,25,ROAD_SIGN,2048
9293,S_Clip_29717_17,2,22,ROAD_SIGN,2048
9294,S_Clip_29717_17,3,26,ROAD_SIGN,2048
9295,S_Clip_29719_17,2,22,ROAD_SIGN,2048
9296,S_Clip_29719_17,3,23,ROAD_SIGN,2048
9297,S_Clip_29720_17,3,24,ROAD_SIGN,2048
9298,S_Clip_29720_17,4,23,ROAD_SIGN,2048
9299,S_Clip_29721_16,2,29,ROAD_SIGN,2048
9300,S_Clip_29722_17,4,15,ROAD_SIGN,2048
9301,S_Clip_29724_16,2,28,ROAD_SIGN,2048
9302,S_Clip_29724_16,3,30,ROAD_SIGN,2048
9303,S_Clip_29725_17,3,24,ROAD_SIGN,2048
9304,S_Clip_29725_17,4,18,ROAD_SIGN,2048
9305,S_Clip_29725_17,5,25,ROAD_SIGN,2048
9306,S_Clip_29726_17,3,16,ROAD_SIGN,2048
9307,S_Clip_29726_17,4,22,ROAD_SIGN,2048
9308,S_Clip_29727_17,3,23,ROAD_SIGN,2048
9309,S_Clip_29728_16,2,30,ROAD_SIGN,2048
9310,S_Clip_29729_17,2,20,ROAD_SIGN,2048
9311,S_Clip_29729_17,3,19,ROAD_SIGN,2048
9312,S_Clip_29734_17,1,24,ROAD_SIGN,2048
9313,S_Clip_29742_17,2,20,ROAD_SIGN,2048
9314,S_Clip_29744_17,4,21,ROAD_SIGN,2048
9315,S_Clip_29747_17,2,20,ROAD_SIGN,2048
9316,S_Clip_29748_17,3,24,ROAD_SIGN,2048
9317,S_Clip_29749_17,2,26,ROAD_SIGN,2048
9318,S_Clip_29749_17,3,21,ROAD_SIGN,2048
9319,S_Clip_29759_17,2,26,ROAD_SIGN,2048
9320,S_Clip_29760_17,2,21,ROAD_SIGN,2048
9321,S_Clip_29761_17,2,23,ROAD_SIGN,2048
9322,S_Clip_29767_16,2,30,ROAD_SIGN,2048
9323,S_Clip_29768_17,1,21,ROAD_SIGN,2048
9324,S_Clip_29768_17,2,30,ROAD_SIGN,2048
9325,S_Clip_29770_17,1,24,ROAD_SIGN,2048
9326,S_Clip_29770_17,3,26,ROAD_SIGN,2048
9327,S_Clip_29771_17,1,23,ROAD_SIGN,2048
9328,S_Clip_29772_17,1,20,ROAD_SIGN,2048
9329,S_Clip_29772_17,2,20,ROAD_SIGN,2048
9330,S_Clip_29774_17,1,21,ROAD_SIGN,2048
9331,S_Clip_29775_16,2,24,ROAD_SIGN,2048
9332,S_Clip_29775_16,3,23,ROAD_SIGN,2048
9333,S_Clip_29776_17,2,22,ROAD_SIGN,2048
9334,S_Clip_29777_17,2,26,ROAD_SIGN,2048
9335,S_Clip_29786_16,3,28,ROAD_SIGN,2048
9336,S_Clip_29791_16,2,27,ROAD_SIGN,2048
9337,S_Clip_29794_17,2,25,ROAD_SIGN,2048
9338,S_Clip_29795_17,2,12,ROAD_SIGN,2048
9339,S_Clip_29798_17,2,25,ROAD_SIGN,2048
9340,S_Clip_29803_17,2,17,ROAD_SIGN,2048
9341,S_Clip_29804_17,2,24,ROAD_SIGN,2048
9342,S_Clip_29806_17,2,24,ROAD_SIGN,2048
9343,S_Clip_29806_17,3,25,ROAD_SIGN,2048
9344,S_Clip_29824_17,2,24,ROAD_SIGN,2048
9345,S_Clip_29825_17,2,25,ROAD_SIGN,2048
9346,S_Clip_29837_13,2,6,ROAD_SIGN,2048
9347,S_Clip_29839_13,3,7,ROAD_SIGN,2048
9348,S_Clip_29842_17,2,25,ROAD_SIGN,2048
9349,S_Clip_29845_17,3,23,ROAD_SIGN,2048
9350,S_Clip_29846_17,3,24,ROAD_SIGN,2048
9351,S_Clip_29847_16,3,30,ROAD_SIGN,2048
9352,S_Clip_29847_16,4,30,ROAD_SIGN,2048
9353,S_Clip_29848_17,2,25,ROAD_SIGN,2048
9354,S_Clip_29849_16,4,2,ROAD_SIGN,2048
9355,S_Clip_29851_17,1,22,ROAD_SIGN,2048
9356,S_Clip_29852_16,3,26,ROAD_SIGN,2048
9357,S_Clip_29852_16,4,19,ROAD_SIGN,2048
9358,S_Clip_29864_13,3,10,ROAD_SIGN,2048
9359,S_Clip_29864_13,4,10,ROAD_SIGN,2048
9360,S_Clip_29877_17,2,18,ROAD_SIGN,2048
9361,S_Clip_29884_17,1,21,ROAD_SIGN,2048
9362,S_Clip_29884_17,2,26,ROAD_SIGN,2048
9363,S_Clip_29886_17,1,23,ROAD_SIGN,2048
9364,S_Clip_29893_17,2,25,ROAD_SIGN,2048
9365,S_Clip_29894_17,2,25,ROAD_SIGN,2048
9366,S_Clip_29901_17,2,26,ROAD_SIGN,2048
9367,S_Clip_29903_17,1,27,ROAD_SIGN,2048
9368,S_Clip_29904_17,1,26,ROAD_SIGN,2048
9369,S_Clip_29909_17,1,22,ROAD_SIGN,2048
9370,S_Clip_29909_17,2,15,ROAD_SIGN,2048
9371,S_Clip_29919_16,2,13,ROAD_SIGN,2048
9372,S_Clip_29921_17,4,25,ROAD_SIGN,2048
9373,S_Clip_29921_17,5,19,ROAD_SIGN,2048
9374,S_Clip_29922_13,4,2,ROAD_SIGN,2048
9375,S_Clip_29922_13,5,1,ROAD_SIGN,2048
9376,S_Clip_29924_16,6,24,ROAD_SIGN,2048
9377,S_Clip_29924_16,7,23,ROAD_SIGN,2048
9378,S_Clip_29925_16,4,27,ROAD_SIGN,2048
9379,S_Clip_29925_16,5,14,ROAD_SIGN,2048
9380,S_Clip_29926_17,2,25,ROAD_SIGN,2048
9381,S_Clip_29927_16,4,28,ROAD_SIGN,2048
9382,S_Clip_29927_16,5,27,ROAD_SIGN,2048
9383,S_Clip_29927_16,6,30,ROAD_SIGN,2048
9384,S_Clip_29930_17,3,27,ROAD_SIGN,2048
9385,S_Clip_29931_17,3,26,ROAD_SIGN,2048
9386,S_Clip_29942_17,1,26,ROAD_SIGN,2048
9387,S_Clip_29947_17,2,24,ROAD_SIGN,2048
9388,S_Clip_29948_17,3,23,ROAD_SIGN,2048
9389,S_Clip_29952_17,2,24,ROAD_SIGN,2048
9390,S_Clip_29954_17,3,22,ROAD_SIGN,2048
9391,S_Clip_29957_17,1,19,ROAD_SIGN,2048
9392,S_Clip_29959_16,4,11,ROAD_SIGN,2048
9393,S_Clip_29959_16,5,24,ROAD_SIGN,2048
9394,S_Clip_29959_16,6,23,ROAD_SIGN,2048
9395,S_Clip_29966_17,1,26,ROAD_SIGN,2048
9396,S_Clip_29967_17,1,18,ROAD_SIGN,2048
9397,S_Clip_29968_17,2,17,ROAD_SIGN,2048
9398,S_Clip_29968_17,3,1,ROAD_SIGN,2048
9399,S_Clip_29992_17,3,25,ROAD_SIGN,2048
9400,S_Clip_29992_17,4,24,ROAD_SIGN,2048
9401,S_Clip_29993_13,5,5,ROAD_SIGN,2048
9402,S_Clip_29993_13,6,2,ROAD_SIGN,2048
9403,S_Clip_29998_16,4,29,ROAD_SIGN,2048
9404,S_Clip_29998_16,5,30,ROAD_SIGN,2048
9405,S_Clip_29999_17,1,20,ROAD_SIGN,2048
9406,S_Clip_30002_17,1,25,ROAD_SIGN,2048
9407,S_Clip_30006_17,1,21,ROAD_SIGN,2048
9408,S_Clip_30008_17,2,14,ROAD_SIGN,2048
9409,S_Clip_30008_17,3,25,ROAD_SIGN,2048
9410,S_Clip_30009_16,4,29,ROAD_SIGN,2048
9411,S_Clip_30019_17,2,26,ROAD_SIGN,2048
9412,S_Clip_30019_17,3,24,ROAD_SIGN,2048
9413,S_Clip_30019_17,4,19,ROAD_SIGN,2048
9414,S_Clip_30019_17,5,24,ROAD_SIGN,2048
9415,S_Clip_30034_17,3,23,ROAD_SIGN,2048
9416,S_Clip_30036_17,1,15,ROAD_SIGN,2048
9417,S_Clip_30036_17,2,22,ROAD_SIGN,2048
9418,S_Clip_30037_16,4,26,ROAD_SIGN,2048
9419,S_Clip_30037_16,5,26,ROAD_SIGN,2048
9420,S_Clip_30038_17,2,20,ROAD_SIGN,2048
9421,S_Clip_30038_17,3,24,ROAD_SIGN,2048
9422,S_Clip_30038_17,4,21,ROAD_SIGN,2048
9423,S_Clip_30040_17,1,26,ROAD_SIGN,2048
9424,S_Clip_30040_17,2,23,ROAD_SIGN,2048
9425,S_Clip_30041_16,5,8,ROAD_SIGN,2048
9426,S_Clip_30041_16,6,17,ROAD_SIGN,2048
9427,S_Clip_30045_17,1,28,ROAD_SIGN,2048
9428,S_Clip_30045_17,2,30,ROAD_SIGN,2048
9429,S_Clip_30046_17,1,21,ROAD_SIGN,2048
9430,S_Clip_30049_17,1,28,ROAD_SIGN,2048
9431,S_Clip_30049_17,4,28,ROAD_SIGN,2048
9432,S_Clip_30051_17,1,24,ROAD_SIGN,2048
9433,S_Clip_30056_17,1,27,ROAD_SIGN,2048
9434,S_Clip_30056_17,2,22,ROAD_SIGN,2048
9435,S_Clip_30058_17,1,25,ROAD_SIGN,2048
9436,S_Clip_30058_17,2,24,ROAD_SIGN,2048
9437,S_Clip_30060_17,1,18,ROAD_SIGN,2048
9438,S_Clip_30060_17,2,28,ROAD_SIGN,2048
9439,S_Clip_30060_17,3,28,ROAD_SIGN,2048
9440,S_Clip_30061_17,1,26,ROAD_SIGN,2048
9441,S_Clip_30067_14,6,2,ROAD_SIGN,2048
9442,S_Clip_30071_17,1,23,ROAD_SIGN,2048
9443,S_Clip_30071_17,2,28,ROAD_SIGN,2048
9444,S_Clip_30074_17,1,24,ROAD_SIGN,2048
9445,S_Clip_30074_17,2,25,ROAD_SIGN,2048
9446,S_Clip_30084_17,2,24,ROAD_SIGN,2048
9447,S_Clip_30086_17,2,27,ROAD_SIGN,2048
9448,S_Clip_30086_17,3,25,ROAD_SIGN,2048
9449,S_Clip_30087_17,4,24,ROAD_SIGN,2048
9450,S_Clip_30089_17,3,28,ROAD_SIGN,2048
9451,S_Clip_30089_17,4,24,ROAD_SIGN,2048
9452,S_Clip_30090_17,2,25,ROAD_SIGN,2048
9453,S_Clip_30091_17,2,26,ROAD_SIGN,2048
9454,S_Clip_30093_16,7,2,ROAD_SIGN,2048
9455,S_Clip_30094_17,2,22,ROAD_SIGN,2048
9456,S_Clip_30097_17,2,17,ROAD_SIGN,2048
9457,S_Clip_30098_17,2,16,ROAD_SIGN,2048
9458,S_Clip_30099_17,2,24,ROAD_SIGN,2048
9459,S_Clip_30108_17,2,19,ROAD_SIGN,2048
9460,S_Clip_30110_17,2,22,ROAD_SIGN,2048
9461,S_Clip_30119_17,2,24,ROAD_SIGN,2048
9462,S_Clip_30127_17,2,24,ROAD_SIGN,2048
9463,S_Clip_30127_17,3,29,ROAD_SIGN,2048
9464,S_Clip_30128_17,2,23,ROAD_SIGN,2048
9465,S_Clip_30130_17,2,15,ROAD_SIGN,2048
9466,S_Clip_30130_17,3,24,ROAD_SIGN,2048
9467,S_Clip_30132_16,3,25,ROAD_SIGN,2048
9468,S_Clip_30132_16,4,20,ROAD_SIGN,2048
9469,S_Clip_30161_13,3,2,ROAD_SIGN,2048
9470,S_Clip_30164_17,2,21,ROAD_SIGN,2048
9471,S_Clip_30167_17,1,26,ROAD_SIGN,2048
9472,S_Clip_30170_17,6,27,ROAD_SIGN,2048
9473,S_Clip_30170_17,7,30,ROAD_SIGN,2048
9474,S_Clip_30178_13,4,12,ROAD_SIGN,2048
9475,S_Clip_30181_17,3,27,ROAD_SIGN,2048
9476,S_Clip_30182_13,5,1,ROAD_SIGN,2048
9477,S_Clip_30185_13,5,4,ROAD_SIGN,2048
9478,S_Clip_30186_16,5,28,ROAD_SIGN,2048
9479,S_Clip_30191_13,6,1,ROAD_SIGN,2048
9480,S_Clip_30198_17,4,20,ROAD_SIGN,2048
9481,S_Clip_30214_17,2,23,ROAD_SIGN,2048
9482,S_Clip_30215_13,4,1,ROAD_SIGN,2048
9483,S_Clip_30218_13,5,5,ROAD_SIGN,2048
9484,S_Clip_30220_13,5,12,ROAD_SIGN,2048
9485,S_Clip_30221_17,3,17,ROAD_SIGN,2048
9486,S_Clip_30221_17,4,15,ROAD_SIGN,2048
9487,S_Clip_30221_17,5,30,ROAD_SIGN,2048
9488,S_Clip_30223_17,2,26,ROAD_SIGN,2048
9489,S_Clip_30224_13,2,4,ROAD_SIGN,2048
9490,S_Clip_30225_17,2,27,ROAD_SIGN,2048
9491,S_Clip_30226_13,2,1,ROAD_SIGN,2048
9492,S_Clip_30233_17,1,29,ROAD_SIGN,2048
9493,S_Clip_30238_17,1,27,ROAD_SIGN,2048
9494,S_Clip_30238_17,2,26,ROAD_SIGN,2048
9495,S_Clip_30238_17,3,9,ROAD_SIGN,2048
9496,S_Clip_30238_17,4,15,ROAD_SIGN,2048
9497,S_Clip_30241_17,1,23,ROAD_SIGN,2048
9498,S_Clip_30242_16,2,18,ROAD_SIGN,2048
9499,S_Clip_30450_15,2,64,ROAD_SIGN,2048
9500,S_Clip_30450_15,3,29,ROAD_SIGN,2048
9501,S_Clip_30450_15,11,95,ROAD_SIGN,2048
9502,S_Clip_30451_15,16,59,ROAD_SIGN,2048
9503,S_Clip_30452_15,16,42,ROAD_SIGN,2048
9504,S_Clip_30455_15,5,78,ROAD_SIGN,2048
9505,S_Clip_30455_15,15,9,ROAD_SIGN,2048
9506,S_Clip_30456_15,1,94,ROAD_SIGN,2048
9507,S_Clip_30456_15,2,89,ROAD_SIGN,2048
9508,S_Clip_30472_16,6,18,ROAD_SIGN,2048
9509,S_Clip_30472_16,7,24,ROAD_SIGN,2048
9510,S_Clip_30476_15,15,8,ROAD_SIGN,2048
9511,S_Clip_30477_15,19,95,ROAD_SIGN,2048
9512,S_Clip_30478_15,16,17,ROAD_SIGN,2048
9513,S_Clip_30478_15,17,8,ROAD_SIGN,2048
9514,S_Clip_30480_15,14,25,ROAD_SIGN,2048
9515,S_Clip_30481_15,17,82,ROAD_SIGN,2048
9516,S_Clip_30482_15,13,1,ROAD_SIGN,2048
9517,S_Clip_30483_15,12,62,ROAD_SIGN,2048
9518,S_Clip_30484_15,9,35,ROAD_SIGN,2048
9519,S_Clip_30485_15,18,62,ROAD_SIGN,2048
9520,S_Clip_30486_15,25,99,ROAD_SIGN,2048
9521,S_Clip_30487_15,8,11,ROAD_SIGN,2048
9522,S_Clip_30487_15,28,89,ROAD_SIGN,2048
9523,S_Clip_30490_15,19,73,ROAD_SIGN,2048
9524,S_Clip_30499_16,4,30,ROAD_SIGN,2048
9525,S_Clip_30500_14,6,97,ROAD_SIGN,2048
9526,S_Clip_30501_16,4,3,ROAD_SIGN,2048
9527,S_Clip_30501_16,6,29,ROAD_SIGN,2048
9528,S_Clip_30501_16,7,29,ROAD_SIGN,2048
9529,S_Clip_30503_16,4,22,ROAD_SIGN,2048
9530,S_Clip_30503_16,5,24,ROAD_SIGN,2048
9531,S_Clip_30504_16,5,26,ROAD_SIGN,2048
9532,S_Clip_30504_16,6,26,ROAD_SIGN,2048
9533,S_Clip_30516_14,5,20,ROAD_SIGN,2048
9534,S_Clip_30521_16,4,22,ROAD_SIGN,2048
9535,S_Clip_30521_16,5,17,ROAD_SIGN,2048
9536,S_Clip_30528_16,6,21,ROAD_SIGN,2048
9537,S_Clip_30528_16,7,24,ROAD_SIGN,2048
9538,S_Clip_30533_15,11,51,ROAD_SIGN,2048
9539,S_Clip_30538_15,3,12,ROAD_SIGN,2048
9540,S_Clip_30538_15,4,8,ROAD_SIGN,2048
9541,S_Clip_30538_15,16,94,ROAD_SIGN,2048
9542,S_Clip_30539_15,4,49,ROAD_SIGN,2048
9543,S_Clip_30539_15,28,79,ROAD_SIGN,2048
9544,S_Clip_30544_15,10,97,ROAD_SIGN,2048
9545,S_Clip_30545_15,2,29,ROAD_SIGN,2048
9546,S_Clip_30546_15,15,87,ROAD_SIGN,2048
9547,S_Clip_30548_15,15,64,ROAD_SIGN,2048
9548,S_Clip_30550_15,9,41,ROAD_SIGN,2048
9549,S_Clip_30551_15,2,29,ROAD_SIGN,2048
9550,S_Clip_30551_15,20,99,ROAD_SIGN,2048
9551,S_Clip_30558_15,14,68,ROAD_SIGN,2048
9552,S_Clip_30563_15,43,28,ROAD_SIGN,2048
9553,S_Clip_30564_15,19,23,ROAD_SIGN,2048
9554,S_Clip_30576_14,5,27,ROAD_SIGN,2048
9555,S_Clip_30587_16,4,25,ROAD_SIGN,2048
9556,S_Clip_30589_17,2,25,ROAD_SIGN,2048
9557,S_Clip_30589_17,4,24,ROAD_SIGN,2048
9558,S_Clip_30611_14,7,80,ROAD_SIGN,2048
9559,S_Clip_30622_16,2,18,ROAD_SIGN,2048
9560,S_Clip_30622_16,3,15,ROAD_SIGN,2048
9561,S_Clip_30622_16,4,26,ROAD_SIGN,2048
9562,S_Clip_30629_16,3,26,ROAD_SIGN,2048
